[INFO] [1764462858.988742019] [cg_autonomous_navigator]: Tentando conectar ao serviço /get_map...
[INFO] [1764462858.988955496] [cg_autonomous_navigator]: Serviço /get_map disponível, enviando request...
[INFO] [1764462858.991396113] [cg_autonomous_navigator]: Mapa recebido: 29x29
[INFO] [1764462859.489371565] [cg_autonomous_navigator]: Caminho calculado com 191 passos.
[WARN] [1764462859.988749573] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (3, 1)
[WARN] [1764462860.488758122] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (4, 1)
[WARN] [1764462860.988769754] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (5, 1)
[WARN] [1764462861.488783777] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (5, 2)
[WARN] [1764462861.988792746] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (5, 3)
[WARN] [1764462862.488788901] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (5, 4)
[WARN] [1764462862.988800927] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (5, 5)
[WARN] [1764462863.488903723] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (4, 5)
[WARN] [1764462863.988811948] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (3, 5)
[WARN] [1764462864.488827273] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (3, 6)
[WARN] [1764462864.988923809] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (3, 7)
[WARN] [1764462865.488864865] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (2, 7)
[WARN] [1764462865.988847949] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (1, 7)
[WARN] [1764462866.488845047] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (1, 8)
[WARN] [1764462866.988954151] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (1, 9)
[WARN] [1764462867.488862411] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (1, 10)
[WARN] [1764462867.988866916] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (1, 11)
[WARN] [1764462868.488871733] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (2, 11)
[WARN] [1764462868.988892989] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (3, 11)
[WARN] [1764462869.488891274] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (3, 10)
[WARN] [1764462869.988905022] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (3, 9)
[WARN] [1764462870.488896656] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (4, 9)
[WARN] [1764462870.988910742] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (5, 9)
[WARN] [1764462871.488917406] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (6, 9)
[WARN] [1764462871.988949859] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (7, 9)
[WARN] [1764462872.488937560] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (7, 8)
[WARN] [1764462872.988963078] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (7, 7)
[WARN] [1764462873.488961979] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (7, 6)
[WARN] [1764462873.988975806] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (7, 5)
[WARN] [1764462874.488955356] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (8, 5)
[WARN] [1764462874.988966700] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (9, 5)
[WARN] [1764462875.488973716] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (9, 6)
[WARN] [1764462875.988986236] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (9, 7)
[WARN] [1764462876.489078583] [cg_autonomous_navigator]: Não foi possível determinar a direção para o alvo (10, 7)
